Title,Type,Author,Genre,Status,Notes,Pages,Year,Score,Goodreads
The Deluge,Novel,Stephen Markley,Fiction: Science Fiction: Climate,NOT STARTED,,896,2023,,4.21
The Perfect Heresy: The Revolutionary Life and Death of the Medieval Cathars,Non-Fiction,Stephen O'Shea,Non-Fiction: History,NOT STARTED,,224,2000,,3.98
Lord Foul's Bane,Novel,Stephen R. Donaldson,Fiction: Fantasy: High,NOT STARTED,"The Chronicles of Thomas Covenant the Unbeliever, #1.",480,1977,,3.72
The Saga of Abdul Alhazred,Novelette,Stephen T. Larkin,Fiction: Horror: Cosmic,NOT STARTED,,33,2002,,3.68
Bauchelain and Korbal Broach,Anthology,Steven Erikson,Fiction: Fantasy: Epic,NOT STARTED,,316,2009,,3.98
The Ultimate History of Video Games: From Pong to Pokemon - The Story Behind the Craze That Touched Our Lives and Changed the World,Non-Fiction,Steven L. Kent,Non-Fiction: Games,FINISHED,,608,2001,4.00,4.13
A Short Stay in Hell,Novel,Steven L. Peck,Fiction: Horror,NOT STARTED,,110,2011,,4.23
Roma,Novel,Steven Saylor,Fiction: Historical,NOT STARTED,"Rome, #1.",555,2007,,3.93
To Explain the World: The Discovery of Modern Science,Non-Fiction,Steven Weinberg,Non-Fiction: Science,NOT STARTED,,432,2015,,3.78
The Girl with the Dragon Tattoo,Novel,Stieg Larsson,Fiction: Crime,NOT STARTED,"Millennium, #1.",480,2005,,4.17
Song of the River,Novel,Sue Harrison,Fiction: Historical,NOT STARTED,"Storyteller, #1.",589,1997,,4.14
Mornings in Jenin,Non-Fiction,Susan Abulhawa,Non-Fiction: Philosophy,NOT STARTED,,331,2006,,4.50
The History of the Ancient World: From the Earliest Accounts to the Fall of Rome,Non-Fiction,Susan Wise Bauer,Non-Fiction: History,NOT STARTED,,896,2007,,4.11
Jonathan Strange & Mr. Norrell,Novel,Susanna Clarke,Fiction: Fantasy,NOT STARTED,,1006,2004,,3.86
The Hunger Games,Novel,Suzanne Collins,Fiction: Science Fiction: Dystopian,FINISHED,"The Hunger Games, #1.",374,2008,4.00,4.34
Mockingjay,Novel,Suzanne Collins,Fiction: Science Fiction: Dystopian,FINISHED,"The Hunger Games, #3.",390,2010,4.00,4.09
Catching Fire,Novel,Suzanne Collins,Fiction: Science Fiction: Dystopian,FINISHED,"The Hunger Games, #2.",391,2009,4.00,4.33
Black Man with a Horn,Novelette,T. E. D. Klein,Fiction: Horror: Cosmic,FINISHED,,36,1980,3.50,4.12
Dark Gods,Novel,T. E. D. Klein,Fiction: Horror,NOT STARTED,,261,1979,,4.09
The Ceremonies,Novel,T. E. D. Klein,Fiction: Horror,NOT FINISHED,,554,1984,3.00,3.81
The Sword in the Stone,Novel,T. H. White,Fiction: Fantasy,NOT STARTED,"The Once and Future King, #1.",352,1938,,3.89
The Hollow Places,Novel,T. Kingfisher,Fiction: Horror,NOT STARTED,,341,2020,,3.80
The Dragonbone Chair,Novel,Tad Williams,Fiction: Fantasy: High,NOT FINISHED,"Memory, Sorrow, and Thorn, #1.",672,1988,1.50,3.97
In the Woods,Novel,Tana French,Fiction: Mystery,NOT STARTED,"Dublin Murder Squad, #1.",431,2007,,3.79
Broken Stars,Short Story,Tang Fei,Fiction: Science Fiction,FINISHED,,28,2016,3.50,3.85
The Arm and the Darkness,Novel,Taylor Caldwell,Fiction: Historical,NOT STARTED,,813,1943,,3.77
Dynasty of Death,Novel,Taylor Caldwell,Fiction: Historical,NOT STARTED,"Barbours/Bourchards, #1.",1234,1938,,4.09
Daisy Jones & The Six,Novel,Taylor Jenkins Reid,Fiction: Drama,FINISHED,,307,2019,4.20,4.21
Stories of Your Life and Others,Anthology,Ted Chiang,Fiction: Science Fiction,FINISHED,,281,2002,4.80,4.26
Exhalation,Anthology,Ted Chiang,Fiction: Science Fiction,FINISHED,,368,2019,4.50,4.28
Wizard's First Rule,Novel,Terry Goodkind,Fiction: Fantasy: Epic,NOT STARTED,"Sword of Truth, #1.",836,1994,,4.12
The Color of Magic,Novel,Terry Pratchett,Fiction: Fantasy: Epic,NOT FINISHED,"Discworld, #1.",228,1983,2.00,4.00
More Than Human,Novel,Theodore Sturgeon,Fiction: Science Fiction,FINISHED,,186,1953,3.00,3.94
The Silence of the Lambs,Novel,Thomas Harris,Fiction: Horror,FINISHED,"Hannibal Lecter, #2.",421,1988,4.00,4.24
Red Dragon,Novel,Thomas Harris,Fiction: Horror,FINISHED,"Hannibal Lecter, #1.",454,1981,4.00,4.06
Hannibal,Novel,Thomas Harris,Fiction: Horror,NOT STARTED,"Hannibal Lecter, #3.",564,1999,,3.82
From Beirut to Jerusalem,Non-Fiction,Thomas L. Friedman,Non-Fiction: History,NOT STARTED,,541,1989,,4.14
The Last Feast of Harlequin,Novelette,Thomas Ligotti,Fiction: Horror: Cosmic,FINISHED,,33,1990,3.25,4.12
Descending,Short Story,Thomas M. Disch,Fiction: Science Fiction,FINISHED,,8,1964,4.00,4.10
Casablanca,Novelette,Thomas M. Disch,Fiction: Science Fiction,FINISHED,,18,1967,3.50,3.58
Hex,Novel,Thomas Olde Heuvelt,Fiction: Horror,FINISHED,,384,2013,4.00,3.73
The Crying of Lot 49,Novel,Thomas Pynchon,Fiction: Literary,FINISHED,,152,1966,3.00,3.69
Bleeding Edge,Novel,Thomas Pynchon,Fiction: Literary,NOT STARTED,,477,2013,,3.60
Gravity's Rainbow,Novel,Thomas Pynchon,Fiction: Historical,NOT STARTED,,776,1973,,4.00
Finishing Touches,Novel,Thomas Tessier,Fiction: Horror,NOT STARTED,,369,1986,,3.57
The Other,Novel,Thomas Tryon,Fiction: Horror,NOT FINISHED,,281,1971,3.00,3.98
Harvest Home,Novel,Thomas Tryon,Fiction: Horror: Folk,NOT STARTED,,401,1973,,3.82
The Ides of March,Novel,Thornton Wilder,Fiction: Historical,NOT STARTED,,282,1948,,3.98
Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Non-Fiction,Tiago Forte,Non-Fiction: Psychology,NOT STARTED,,272,2022,,4.08
Explorers of the Nile: The Triumph and Tragedy of a Great Victorian Adventure,Non-Fiction,Tim Jeal,Non-Fiction: Travel,NOT STARTED,,528,2011,,3.80
On Stranger Tides,Novel,Tim Powers,Fiction: Fantasy,FINISHED,,370,1987,3.00,3.83
The Anubis Gates,Novel,Tim Powers,Fiction: Science Fiction,NOT STARTED,"Anubis Gates, #1.",387,1983,,3.90
Declare,Novel,Tim Powers,Fiction: Horror,NOT STARTED,,608,2000,,4.03
Coming of Age in the Milky Way,Non-Fiction,Timothy Ferris,Non-Fiction: Science,FINISHED,,512,1988,4.00,4.16
The Nile: A Journey Downriver Through Egypt's Past and Present,Non-Fiction,Toby Wilkinson,Non-Fiction: History,NOT STARTED,,320,2014,,3.97
The Hunt for Red October,Novel,Tom Clancy,Fiction: Thriller,NOT STARTED,"Jack Ryan, #3.",432,1984,,4.11
Red Storm Rising,Novel,Tom Clancy,Fiction: Thriller,NOT STARTED,,725,1986,,4.20
Rubicon: The Last Years of the Roman Republic,Non-Fiction,Tom Holland,Non-Fiction: History,NOT STARTED,,408,2003,,4.21
Persian Fire: The First World Empire and the Battle for the West,Non-Fiction,Tom Holland,Non-Fiction: History,NOT STARTED,,418,2005,,4.17
Millennium: The End of the World and the Forging of Christendom,Non-Fiction,Tom Holland,Non-Fiction: History,NOT STARTED,,476,2008,,3.84
Dynasty: The Rise and Fall of the House of Caesar,Non-Fiction,Tom Holland,Non-Fiction: History,NOT STARTED,,496,2015,,4.15
Dominion: How the Christian Revolution Remade the World,Non-Fiction,Tom Holland,Non-Fiction: History,NOT STARTED,,524,2019,,4.26
Snake-Eyes,Short Story,Tom Maddox,Fiction: Science Fiction: Cyberpunk,FINISHED,,22,1986,3.50,3.95
The Leftovers,Novel,Tom Perrotta,Fiction: Science Fiction,NOT STARTED,,355,2011,,3.43
The Bonfire of the Vanities,Novel,Tom Wolfe,Fiction: Contemporary,NOT STARTED,,690,1987,,3.90
Beloved,Novel,Toni Morrison,Fiction: Literary,NOT STARTED,,324,1987,,3.95
Iron Man: My Journey Through Heaven & Hell with Black Sabbath,Non-Fiction,Tony Iommi,Non-Fiction: Music,NOT STARTED,,381,2011,,4.00
The Soul of a New Machine,Non-Fiction,Tracy Kidder,Non-Fiction: Philosophy,NOT STARTED,,293,1981,,4.12
In Cold Blood,Non-Fiction,Truman Capote,Non-Fiction: Crime,NOT STARTED,,343,1959,,4.09
The Name of the Rose,Novel,Umberto Eco,Fiction: Historical,NOT STARTED,,536,1980,,4.14
Foucault’s Pendulum,Novel,Umberto Eco,Fiction: Historical,NOT FINISHED,,623,1988,3.50,3.91
The Ones Who Walk Away from Omelas,Short Story,Ursula K. Le Guin,Fiction: Science Fiction,FINISHED,,6,1973,4.20,4.37
The Word for World Is Forest,Novel,Ursula K. Le Guin,Fiction: Science Fiction,NOT STARTED,,160,1972,,4.04
The Lathe of Heaven,Novel,Ursula K. Le Guin,Fiction: Science Fiction,NOT STARTED,,176,1971,,4.12
A Wizard of Earthsea,Novel,Ursula K. Le Guin,Fiction: Fantasy: High,NOT STARTED,"Earthsea Cycle, #1.",183,1968,,4.01
The Left Hand of Darkness,Novel,Ursula K. Le Guin,Fiction: Science Fiction,NOT STARTED,,304,1969,,4.10
Flowers in the Attic,Novel,V. C. Andrews,Fiction: Horror,NOT STARTED,"Dollanganger, #1.",389,1979,,3.85
Witch Hammer,Novel,Václav Kaplický,Fiction: Historical,NOT STARTED,,404,1963,,4.34
Rainbows End,Novel,vernor Vinge,Fiction: Science Fiction,NOT STARTED,,381,2006,,3.77
A Fire Upon the Deep,Novel,Vernor Vinge,Fiction: Science Fiction,NOT STARTED,"Zones of Thought, #1.",613,1992,,4.14
The Ballad of Black Tom,Novel,Victor LaValle,Fiction: Horror: Cosmic,FINISHED,,149,2016,4.00,3.86
The Changeling,Novel,Victor LaValle,Fiction: Horror,NOT STARTED,,431,2017,,3.79
A People's Future of the United States: Speculative Fiction from 25 Extraordinary Writers,Anthology,Victor LaValle,Fiction: Science Fiction,NOT STARTED,,432,2019,,3.79
Helter Skelter: The Hugo Award Story of the Manson Murders,Non-Fiction,Vincent Bugliosi,Non-Fiction: Crime,NOT STARTED,,689,1974,,4.06
The Map of Knowledge: How Classical Ideas Were Lost and Found: A History in Seven Cities,Non-Fiction,Violet Moller,Non-Fiction: History,NOT STARTED,,304,2019,,3.89
To the Lighthouse,Novel,Virginia Woolf,Fiction: Literary,NOT STARTED,,209,1927,,3.80
Dreamsnake,Novel,Vonda N. McIntyre,Fiction: Science Fiction,NOT STARTED,,312,1994,,3.87
Eagle in the Snow,Novel,Wallace Breem,Fiction: Historical,NOT STARTED,,400,1970,,4.12
Leaves of Grass,Poetry,Walt Whitman,Poetry,NOT STARTED,,624,1855,,4.12
"The Innovators: How a Group of Hackers, Geniuses and Geeks Created the Digital Revolution",Non-Fiction,Walter Isaacson,Non-Fiction: Science,NOT STARTED,,542,2011,,4.11
Leonardo da Vinci,Non-Fiction,Walter Isaacson,Non-Fiction: Biology,NOT STARTED,,600,2017,,4.20
Einstein: His Life and Universe,Non-Fiction,Walter Isaacson,Non-Fiction: Biology,FINISHED,,675,2007,4.00,4.16
Hardwired,Novel,Walter Jon Williams,Fiction: Science Fiction: Cyberpunk,NOT STARTED,"Hardwired, #1.",300,1986,,3.91
Ivanhoe,Novel,Walter Scott,Fiction: Historical,NOT FINISHED,,496,1820,2.00,3.76
Back on the Street,Graphic Novel,Warren Ellis,Fiction: Science Fiction: Cyberpunk,FINISHED,"Transmetropolitan, #1.",72,1998,4.00,3.21
Year of the Bastard,Graphic Novel,Warren Ellis,Fiction: Science Fiction: Cyberpunk,FINISHED,"Transmetropolitan, #3.",144,1999,4.00,4.41
The New Scum,Graphic Novel,Warren Ellis,Fiction: Science Fiction: Cyberpunk,NOT STARTED,"Transmetropolitan, #4.",144,2000,,4.39
Lust for Life,Graphic Novel,Warren Ellis,Fiction: Science Fiction: Cyberpunk,FINISHED,"Transmetropolitan, #2.",208,1999,4.00,4.34
The Legend of Sleepy Hollow,Novel,Washington Irving,Fiction: Horror: Gothic,FINISHED,,108,1820,4.00,3.71
Moon of the Crusted Snow,Novel,Waubgeshig Rice,Fiction: Horror,NOT STARTED,,213,2018,,3.85
Black Magic,Novel,Whitley Strieber,Fiction: Horror,NOT STARTED,,298,1982,,3.18
The Collapsium,Novel,Wil McCarthy,Fiction: Science Fiction,NOT STARTED,"The Queendom of Sol, #1.",428,2000,,3.75
The Quest,Novel,Wilbur Smith,Fiction: Fantasy: Historical,NOT FINISHED,"Ancient Egypt, #4.",718,2007,2.00,3.87
Vathek,Novel,William Beckford,Fiction: Horror: Gothic,NOT STARTED,,180,1786,,3.25
"The Rigor of Angels: Borges, Heisenberg, Kant, and the Ultimate Nature of Reality",Non-Fiction,William Egginton,Non-Fiction: Philosophy,NOT STARTED,,368,2023,,4.25
Fragments of a Hologram Rose,Short Story,William Gibson,Fiction: Science Fiction: Cyberpunk,FINISHED,,8,1977,4.50,4.06
The Gernsback Continuum,Short Story,William Gibson,Fiction: Science Fiction: Cyberpunk,FINISHED,,11,1981,4.90,3.95
New Rose Hotel,Short Story,William Gibson,Fiction: Science Fiction: Cyberpunk,FINISHED,,15,1984,4.20,4.06
Johnny Mnemonic,Short Story,William Gibson,Fiction: Science Fiction: Cyberpunk,FINISHED,,22,1981,4.50,4.06
Hinterlands,Short Story,William Gibson,Fiction: Science Fiction: Cyberpunk,FINISHED,,22,1981,3.50,4.06
Burning Chrome,Novelette,William Gibson,Fiction: Science Fiction: Cyberpunk,FINISHED,,24,1982,4.60,4.06
The Winter Market,Novelette,William Gibson,Fiction: Science Fiction: Cyberpunk,FINISHED,,25,1985,4.50,4.06
Distrust That Particular Flavor,Non-Fiction,William Gibson,Non-Fiction: Philosophy,NOT STARTED,,255,2012,,3.80
Neuromancer,Novel,William Gibson,Fiction: Science Fiction: Cyberpunk,FINISHED,"Sprawl, #1.",268,1984,4.98,3.90
Virtual Light,Novel,William Gibson,Fiction: Science Fiction: Cyberpunk,NOT STARTED,"Bridge, #1.",304,1993,,3.87
Count Zero,Novel,William Gibson,Fiction: Science Fiction: Cyberpunk,NOT STARTED,"Sprawl, #2.",308,1986,,4.02
Pattern Recognition,Novel,William Gibson,Fiction: Science Fiction,NOT STARTED,"Blue Ant, #1.",367,2003,,3.87
The Peripheral,Novel,William Gibson,Fiction: Science Fiction: Cyberpunk,NOT STARTED,"Jackpot, #1.",485,2014,,3.90
"Red Star, Winter Orbit",Short Story,"William Gibson, Bruce Sterling",Fiction: Science Fiction: Cyberpunk,FINISHED,,21,1983,4.00,3.95
The Belonging King,Short Story,"William Gibson, John Shirley",Fiction: Science Fiction: Cyberpunk,FINISHED,,16,1981,4.90,4.06
Dogfight,Novelette,"William Gibson, Michael Swanwick",Fiction: Science Fiction: Cyberpunk,FINISHED,,26,1985,3.50,4.06
Lord of the Flies,Novel,William Golding,Fiction: Literary,FINISHED,,182,1954,3.00,3.69
The Inheritors,Novel,William Golding,Fiction: Historical,NOT STARTED,,233,1955,,3.51
The Lancashire Witches,Novel,William Harrison Ainsworth,Fiction: Historical,NOT STARTED,,582,1854,,3.52
Falling Angel,Novel,William Hjortsberg,Fiction: Horror,NOT STARTED,,302,1978,,3.91
The Rise and Fall of the Third Reich: A History of Nazi Germany,Non-Fiction,William L. Shirer,Non-Fiction: History,NOT STARTED,,1147,1960,,4.21
Legion,Novel,William Peter Blatty,Fiction: Horror,FINISHED,,269,1983,4.80,3.70
The Exorcist,Novel,William Peter Blatty,Fiction: Horror,FINISHED,,385,1971,4.90,4.20
The Wild Boys: A Book of the Dead,Novel,William S. Burroughs,Fiction: Literary,NOT STARTED,,193,1971,,3.55
Beyond the Sea of Ice,Novel,William Sarabande,Fiction: Historical,NOT STARTED,"The First Americans, #1.",373,1987,,4.04
"Goodnight, Melancholy",Novelette,Xia Jia,Fiction: Science Fiction,FINISHED,,42,2015,4.00,3.85
We,Novel,Yevgeny Zamyatin,Fiction: Science Fiction: Dystopian,FINISHED,,226,1924,3.00,3.89
Homo Deus: A History of Tomorrow,Non-Fiction,Yuval Noah Harari,Non-Fiction: Philosophy,NOT STARTED,,450,2015,,4.21
Sapiens: A Brief History of Humankind,Non-Fiction,Yuval Noah Harari,Non-Fiction: History,FINISHED,,496,2011,4.00,4.36
The Snow of Jinyang,Novella,Zhang Ran,Fiction: Science Fiction,FINISHED,,62,2014,3.00,3.85
